,review,game,overall_score,genre,reviewer_id
1524,"With a few patches, it's certainly possible that Bethesda will clean up the network problems with the game and it will certainly be worth your time.",Brink,51.0,"Strategy,Casual",1750
1525,"As it stands right now, with laggy network performance and an abysmal single-player experience, this is a game that will push your patience to the brink.",Brink,51.0,"Strategy,Casual",1750
1526,"Take a pass, at least for now.",Brink,51.0,"Strategy,Casual",1750
1527,Decent game – in a few months and through a handful of different patches.,Brink,50.0,"Strategy,Casual",1751
1528,"We don't judge what games (probably) will look like, but how they are now.",Brink,50.0,"Strategy,Casual",1751
1529,[June 2011],Brink,50.0,"Strategy,Casual",1751
1530,"Brink works fine, yes, and can deliver a competent multiplayer game of shoot-shoot, but as a full-priced retail title it leaves a lot to be desired.",Brink,40.0,"Strategy,Casual",1752
1531,"A simple, story-less downloadable game would have made much more sense.",Brink,40.0,"Strategy,Casual",1752
1532,"On the brink of greatness, Brink employs objective-based matches to churn out a dull, frustrating time.",Brink,40.0,"Strategy,Casual",1753
1533,"Dungeons is one of the new kings of the genre, and it's incredibly difficult to put down.",Dungeons,90.0,"Simulation,Strategy",1790
1534,"Dungeons is not what we were expecting, and that's completely fine with us.",Dungeons,85.0,"Simulation,Strategy",1791
1535,"With clever and enjoyable gameplay that turns the tower defense genre on its head, this one is a real keeper.",Dungeons,85.0,"Simulation,Strategy",1791
1536,Dungeons' biggest problem is really the up-front investment it requires.,Dungeons,83.0,"Simulation,Strategy",1792
1537,"If you don't expect DUNGEONS to be Dungeon Keeper III, there are not many things you could possibly criticize.",Dungeons,81.0,"Simulation,Strategy",1793
1538,This game is more about taking care of yours heroes than of your creatures.,Dungeons,81.0,"Simulation,Strategy",1793
1539,"Nevertheless, the mission of creating a fun title has been well completed.",Dungeons,81.0,"Simulation,Strategy",1793
1540,"Really intriguing gameplay, if the player involves himself he maybe forget the poor technical side.",Dungeons,80.0,"Simulation,Strategy",1794
1541,"Still, Dungeons has enough humor and variety to overcome its shortcomings, and the campaign throws enough curve balls at the player to make up for its strategic shallowness.",Dungeons,80.0,"Simulation,Strategy",1795
1542,"It could have better pacing and a little more variety, but as it is, Dungeons is a very witty, very enjoyable surprise.",Dungeons,80.0,"Simulation,Strategy",1795
1543,Dungeons is an odd game that wears its inspiration from the Dungeon Keeper games with pride yet still manages to be unique.,Dungeons,80.0,"Simulation,Strategy",1796
1544,"The developers preferred to concentrate on and perfect a few basic gameplay-elements, rather than cram so many of them into the game, that there's no time left to polish everything.",Dungeons,79.0,"Simulation,Strategy",1797
1545,"Basically a good thing, but unfortunately not the best way to maintain a high level of variety and diversification for the player.",Dungeons,79.0,"Simulation,Strategy",1797
1546,"Therefore, Dungeons feels pretty repetitive after some time, which makes it hard to really recommend it, despite its interesting genre-mix.",Dungeons,79.0,"Simulation,Strategy",1797
1547,"While Dungeons is a unique take on being an evil mastermind, it's not without flaws.",Dungeons,78.0,"Simulation,Strategy",1798
1548,"However, the charm of the gameplay and tormenting of souls keeps you wanting more.",Dungeons,78.0,"Simulation,Strategy",1798
1549,"The appeal might fall with time, but if you enjoy the first hour, you'll enjoy the next thirty easily.",Dungeons,78.0,"Simulation,Strategy",1798
1550,"Won't stop you dreaming of Horned Reapers and Dark Mistresses, but still fills a gap that's been empty for far too long.",Dungeons,77.0,"Simulation,Strategy",1799
1551,"A good game with some innovative features, although unfortunately it doesn't include a multiplayer mode, and gets repetitive soon.",Dungeons,76.0,"Simulation,Strategy",1800
1552,Dungeons could be a fun game if it weren't for the repetitive gameplay and lack of use for most of the gimmicks.,Dungeons,76.0,"Simulation,Strategy",1801
1553,"After a few levels, it becomes a grind, which works in massively multiplayer games, but not in this context.",Dungeons,76.0,"Simulation,Strategy",1801
1554,"I believe the constant comparisons to Dungeon Keeper hurt this title, building it up to represent a game that it isn't.",Dungeons,76.0,"Simulation,Strategy",1801
1555,"If you enjoy RTS titles and conquering maps, you may be able to find entertainment here.",Dungeons,76.0,"Simulation,Strategy",1801
1556,"If you're looking for the next Dungeon Keeper, keep looking.",Dungeons,76.0,"Simulation,Strategy",1801
1557,"Dungeons is a good strategy game mixed with tower defense and RPG elements, but it fails due to some technical issues and repetitive gameplay.",Dungeons,75.0,"Simulation,Strategy",1802
1558,"It has its flaws, but if you have a hankering for some classic evil dungeon master gameplay with a nifty new twist, Dungoens will satiate your hunger.",Dungeons,71.0,"Simulation,Strategy",1803
1559,"Dungeons may not be for everyone, but it will more than satisfy the needs of anyone who takes a shine to it.",Dungeons,70.0,"Simulation,Strategy",1804
1560,"Better yet, it probably won't imprison you and drain your life energy afterward.",Dungeons,70.0,"Simulation,Strategy",1804
1561,The game switches from too difficult to boring all the time.,Dungeons,66.0,"Simulation,Strategy",1805
1562,In the end we had to force ourselves to keep on playing.,Dungeons,66.0,"Simulation,Strategy",1805
1563,A perfect example for game mechanics gone wrong.,Dungeons,66.0,"Simulation,Strategy",1805
1564,A fun but deceptively shallow Sim-RPG-thing that would have benefitted from pushing the envelope for either genre a little more.,Dungeons,65.0,"Simulation,Strategy",1806
1565,"Combat quickly grows repetitive, even with talent trees and new abilities.",Dungeons,65.0,"Simulation,Strategy",1807
1566,"Advancement is slow, and many missions and challenges seem more like busywork than fun.",Dungeons,65.0,"Simulation,Strategy",1807
1567,"So, if I had to pick a single word from the roughly 1000 that I have written above, it would have to be disappointed.",Dungeons,65.0,"Simulation,Strategy",1808
1568,"I was completely primed for Dungeon Keeper, and what I got instead was kind of Diablo meets Rollercoaster Tycoon.",Dungeons,65.0,"Simulation,Strategy",1808
1569,Not good.,Dungeons,65.0,"Simulation,Strategy",1808
1570,Worse than not good.,Dungeons,65.0,"Simulation,Strategy",1808
1571,"A title with good potential that can entertain and give some satisfying moments, but that inevitably feels as a good opportunity wasted.",Dungeons,63.0,"Simulation,Strategy",1809
1572,The worst thing about Dungeons: it's an extremely slow game.,Dungeons,60.0,"Simulation,Strategy",1810
1573,"And when the pace changes, it fails to provide any challenge.",Dungeons,60.0,"Simulation,Strategy",1810
1574,"[Apr 2011, p.101]",Dungeons,60.0,"Simulation,Strategy",1810
1575,"Overall though, this game is a serious mixed bag.",Dungeons,60.0,"Simulation,Strategy",1811
1576,"Great graphics and an interesting concept, but the execution was sloppy at times, cumbersome and just plain frustrating.",Dungeons,60.0,"Simulation,Strategy",1811
1577,Catchy mix of several genres offers a slick campaign with many hours of fun.,Dungeons,60.0,"Simulation,Strategy",1812
1578,A lot of unpleasant things and the lack of multi-player unfortunately spoil the overall score.,Dungeons,60.0,"Simulation,Strategy",1812
1579,[Issue#201],Dungeons,60.0,"Simulation,Strategy",1812
1580,"Disappointing, but not necessarily boring.",Dungeons,60.0,"Simulation,Strategy",1813
1581,"Dungeon Keeper started with a good idea, but then it backed up that idea with some enjoyable gameplay.",Dungeons,58.0,"Simulation,Strategy",1814
1582,"Dungeons takes that same idea, but misses on just about every point of execution.",Dungeons,58.0,"Simulation,Strategy",1814
1583,"It's certainly time that gamers had another dungeon master type of game to play, but they'll just have to keep waiting for a good one.",Dungeons,58.0,"Simulation,Strategy",1814
1584,Dungeons lost its chances for success due to errors of graphical and technical nature.,Dungeons,55.0,"Simulation,Strategy",1815
1585,The gameplay (especially at the beginning) gives some satisfaction - but so what?,Dungeons,55.0,"Simulation,Strategy",1815
1586,Programmers' sloppiness prevents you from having real fun and the graphics make this game look 6 or 7 years old.,Dungeons,55.0,"Simulation,Strategy",1815
1587,It's a mediocre game at best even though the mechanics and story are really good.,Dungeons,55.0,"Simulation,Strategy",1815
1588,The developers had ideas for 3 hours of game and lethal monotony can kill even the most patient gamer.,Dungeons,55.0,"Simulation,Strategy",1815
1589,"It's not tragic but with that kind of content, without any multiplayer and with a boring campaign it wastes our time.",Dungeons,55.0,"Simulation,Strategy",1815
1590,"The graphics are nice, a well-built dungeon is a sight to behold, and there's a little bit of fun here, but ultimately you'll master everything you need to know in short order and be done with this game soon afterward.",Dungeons,50.0,"Simulation,Strategy",1816
1591,"Apart from that fairly strong central concept, everything else is distinctly bargain-bin quality.",Dungeons,50.0,"Simulation,Strategy",1817
1592,"[May 2011, p.60]",Dungeons,50.0,"Simulation,Strategy",1817
1593,"As a pure idea the game is very interesting, but poor execution held this one back.",Dungeons,50.0,"Simulation,Strategy",1818
1594,"At the end of the day, we can't consider Dungeons a legitimate successor to Dungeon Keeper.",Dungeons,50.0,"Simulation,Strategy",1819
1595,"In particular, the final evaluation has to consider the price of the game: on Steam, you can find much more complex and fun products, for a lesser price.",Dungeons,50.0,"Simulation,Strategy",1819
1596,Quotation forthcoming.,Dungeons,50.0,"Simulation,Strategy",1820
1597,"Dungeons' mind-numbing, repetitive gameplay never reaches the greatness of Dungeon Keeper, its classic inspiration.",Dungeons,50.0,"Simulation,Strategy",1821
1598,"In the end, if you are looking for a modern day Dungeon Keeper, this isn't it, whether or not Realmforge tried to design that game or not is immaterial.",Dungeons,42.0,"Simulation,Strategy",1822
1599,This action-RPG/dungeon builder hybrid fails to live up to the predecessors it so carefully tries to emulate.,Dungeons,42.0,"Simulation,Strategy",1823
1600,"The spark of a fine idea, extinguished by fussy mechanics, jumbled ambitions and tonal inconsistencies.",Dungeons,40.0,"Simulation,Strategy",1824
1601,A traditional strategy with many elements which are too old.,Stronghold 3,80.0,"Simulation,Strategy",1999
1602,Fans of the series may like it still.,Stronghold 3,80.0,"Simulation,Strategy",1999
1603,"[January 2012, p.72]",Stronghold 3,80.0,"Simulation,Strategy",1999
1604,"The folks at Firefly knew what they had to do to win back Stronghold fans, and they mostly did it: Everything that annoyed people about Stronghold 2 is gone, and some great new features have been added.",Stronghold 3,74.0,"Simulation,Strategy",2000
1605,"Nonetheless, Stronghold 3 needs a few patches and maybe a price cut before it can starting winning new fans for the franchise.",Stronghold 3,74.0,"Simulation,Strategy",2000
